Character,Command,Hit level,Damage,Start up frame,Block frame,Hit frame,Counter hit frame,Notes,Notation
Gigas,ff1+21+2,"m, h","20,20",17(18~),-1~0,KND,KND,,"f,f+1+2,1+2"
Gigas,wr2,m,30,21~24 (24~),7~10g,KND,KND,,"f,f,f+2"
Gigas,fff2,m,30,21~24 (24~),7~10g,KND,KND,,"f,f,f+2"
Gigas,ws1,m,17,11~12,-7~-6,3~4,3~4,,WS 1
Gigas,ws2,m,19,15~16,-5~-4,4~5,4~5,,WS 2
Gigas,ws23,"m, m","19,24",15~16,-13,KND,KND,,"WS 2,3"
Gigas,ws24,"m, m","19,20",15~16,-14,KND,KND,,"WS 2,4"
Gigas,ws24f,"m, m (GOL)","19,20",15~16,-27,KND,KND,,"WS 2,4,f"
Gigas,ws24*,"m, m","19,40",15~16,27g,KND,KND,,"WS 2,4*"
Gigas,ws24*f,"m, m (GOL)","19,40",15~16,19,KND,KND,,"WS 2,4*,f"
Gigas,ws3,m,25,18~20,-13~-11,Launch,Launch,,WS 3
Gigas,ws42,"m,m",21,13~14,-14~-13,KND,KND(JG),,"WS 4,2"
Gigas,ws4,m,"21,20",13~14,-12~-11,KND,CS,,WS 4
Gigas,fcdf2,l,20,28~29 cs1~,-19~-18,KND,YKU,,FC d/f+2
Gigas,ss2,h,25,28~29a (37~),-12~-11,KND,KND,"Homing, Tail Spin",SS 2
Gigas,facedowngrounded2,l,20,22~24,-16~-14,1~3,KND,,face down grounded 2
Gigas,facedowngrounded1+2,m,30,35~36,0~1,KND,KND,,face down grounded 1+2
Gigas,f3+4,(GOL),35~36,f+3+4,,,,,f+3+4
Gigas,gol1two,m,20,26~27 (85~86),-2~-1,KND,KND,,GOL 1 two
Gigas,gol1three,m,35,26~27 (114~115),-2~-1,KND,KND,,GOL 1 three
Gigas,gol2two,h!,40,24~26 (83),KND,KND,KND,,GOL 2 two
Gigas,gol2three,h!,55,24~26 (112),KND,KND,KND,,GOL 2 three
Gigas,gol1+2two,m (TJ),20,"49~56a,d (105~) js36~",4~11,KND,KND,,GOL 1+2 two
Gigas,gol1+2three,m (TJ),30,"49~56a,d (105~) js36~",4~11,KND,KND,,GOL 1+2 three
Gigas,db3+4,(Special) (SG),"49~55, (136~) 36~",db+3+4,,,,,d/b+3+4
Gigas,sg1,m,25,15~16 (36~),-13~-12,Launch,Launch,,SG 1
Gigas,sg2,m,30,20~22 (41~),-8~-6,KND,KND,,SG 2
Gigas,sgub,(Special) (TJ),a,sg ub,,,,,SG u/b
Gigas,f1,h,7,10,1,8,8,,f+1
Gigas,d1,Sm (TC),5,10s cs4~,-5,6,6,,d+1
Gigas,d4,l (TC),7,12s cs4,-13,-2,-2,,d+4
Gigas,db1,Sm (TC),5,10s cs4~,-5,6,6,,d/b+1
Gigas,ub1,m (TJ),16,18 js9~,-8,3,3,,u/b+1
Gigas,u1,m (TJ),16,18 js9~,-8,3,3,,u+1
Gigas,ub2,h,17,15~16,-12~-11,9~10g,9~10g,,u/b+2
Gigas,u2,h,17,15~16,-12~-11,9~10g,9~10g,,u+2
Gigas,uf2,h,17,15~16,-12~-11,9~10g,9~10g,,u/f+2
Gigas,ub4,m (TJ),20,25~26 js9~,-13~-12,-1~0,-1~0,,u/b+4
Gigas,u4,m (TJ),20,25~26 js9~,-13~-12,KND,Launch,,u+4
Gigas,ufn4,m (TJ),25,"23(29,35) js9~33",-11(-13),Launch,Launch,,"u/f,n+4"
Gigas,fc1,Sm (TC),5,10s cs1~,-5,6,6,,FC 1
Gigas,fcdb2,Sm (TC),8,11s cs1~,-4,7,7,,FC d/b+2
Gigas,fcd2,Sm (TC),8,11s cs1~,-4,7,7,,FC d+2
Gigas,fc3,l (TC),12,16s cs1~,-17,-3,-3,,FC 3
Gigas,fc4,l (TC),10,12s cs1~,-15,-4,-4,,FC 4
Gigas,ss1,h,7,10(11~),1,8,8,,SS 1
Gigas,ss3,m,20,14~15 (15~),-9~-8,2~3,KND,,SS 3
Gigas,ss4,m,23,16~17 (17~),-9~-8,2~3,KND,,SS 4
Gigas,bt1,h,15,8,-8,3,3,,BT 1
Gigas,bt2,h,15,8,-8,3,3,,BT 2
Gigas,bt3,h,25,10,-8,KND,KND,,BT 3
Gigas,bt4,h,25,10,-8,KND,KND,,BT 4
Gigas,btd1,Sm,10,10s cs1~,-2,9,9,,BT d+1
Gigas,btd2,Sm,10,10s cs1~,-2,9,9,,BT d+2
Gigas,btd3,l,12,10s cs1~,-11,3,3,,BT d+3
Gigas,btd4,l,12,10s cs1~,-11,3,3,,BT d+4
Heihachi,raged1+2,m,55,20 pc8~19,-22,KND,KND,Rage Art,In Rage d+1+2
Heihachi,rage1b21+2,"h, m, h","7,20,21",10,9~10s,BU,BU,Rage Drive,"In Rage 1,b+2,1+2"
Heihachi,rageb21+2,"m, h","20,21",20 8~17,9~10s,BU,BU,Rage Drive,"In Rage b+2,1+2"
Heihachi,1,h,7,10,1,8,8,,1
Heihachi,11,"h, h","7,6",10,-1,8,8,,"1,1"
Heihachi,112,"h, h, m","7,6,12",10,-17,KND,KND,,"1,1,2"
Heihachi,12,"h, h","7,8",10,-1,7,7,,"1,2"
Heihachi,122,"h, h, h","7,8,12",10,-12,4,4,,"1,2,2"
Heihachi,122~1+2,"h, h, m","7,8,25",10,-6~-5,KND,KND,,"1,2,2~1+2"
Heihachi,122~1+2u,"h, h (Special)","7,8",10,-16,-9,-9,,"1,2,2~1+2,u"
Heihachi,122~1+2d,"h, h (Special)","7,8",10,-16,-9,-9,,"1,2,2~1+2,d"
Heihachi,124,"h, h, h","7,8,21",10,-9,KND,CS,,"1,2,4"
Heihachi,1b2,"h, m","7,21",10,-2,8,8,,"1,b+2"
Heihachi,1b21,"h, m, m","7,21,20",ar36~,-15~-11,Launch,Launch,,"1,b+2,1"
Heihachi,1b24,"h, m, m (TJ)","7,21,30",js17~,5,KND,KND,,"1,b+2,4"
Heihachi,2,h,10,10,0,9,9,,2
Heihachi,22,"h, h","10,18",10,-13,-2,-2,,"2,2"
Heihachi,22~1+2,"h, m","10,25",10,-6~-5,KND,KND,,"2,2~1+2"
Heihachi,22~1+2u,h (Special),10,10,-14,-5,-5,,"2,2~1+2,u"
Heihachi,22~1+2d,h (Special),10,10,-14,-5,-5,,"2,2~1+2,d"
Heihachi,3,h,15,14,-10,1,1,,3
Heihachi,34,"h, m","15,20",14,-14~-13,3~4,CS,,"3,4"
Heihachi,4,h,21,16,-9,KND,CS,,4
Heihachi,4~3,m (TJ),25,35~37d (36~) js10~,-11~-9,KND,KND,,4~3
Heihachi,ws4~3,m (TJ),25,35~37d (36~) js10~,-11~-9,KND,KND,,WS 4~3
Heihachi,1+2,m,25,12~13,-12~-11,KND,KND,,1+2
Heihachi,f2,h,13,15~16,-9~-8,2~3,2~3,,f+2
Heihachi,f23,"h, m","13,20",15~16,-3~-1,KND,CS,,"f+2,3"
Heihachi,f2~1+2,m,25,16(17~),-6~-5,KND,KND,,f+2~1+2
Heihachi,f2~1+2u,(Special),16(17~),"f+2~1+2,u",,,,,"f+2~1+2,u"
Heihachi,f2~1+2d,(Special),16(17~),"f+2~1+2,d",,,,,"f+2~1+2,d"
Heihachi,f3,m,20,18~20,-3~-1,KND,CS,,f+3
Heihachi,f4,m,20,19~20,4~5s,7~8s (13~14),KND,,f+4
Heihachi,f1+2,h,15,12~13,-14~-13,KND,KND,,f+1+2
Heihachi,df1,m,10,13~14,-1~0,9~10,9~10,,d/f+1
Heihachi,df11,"m, h","10,8",13~14,-2,4,4,,"d/f+1,1"
Heihachi,df12,"m, m","10,24",13~14,-13~-12s,KND,KND,,"d/f+1,2"
Heihachi,df2,m,14,15~16,-7~-6,4~5,Launch,,d/f+2
Heihachi,df4,m,15,12,-6,5,5,,d/f+4
Heihachi,df1+2,m,25,24~25 pc8~23,-14~-13,KND,KND,Power Crush,d/f+1+2
Heihachi,d1,m,16,17~18,-9~-8,2~3,2~3,,d+1
Heihachi,d1d,m,16,17~18s,-9~-8,2~3,2~3,,"d+1,d"
Heihachi,d12,"m, m","16,17",17~18,-9~-8,6~7,KND,,"d+1,2"
Heihachi,d3,m,25,22~23,-7~-6s,KND,KND,,d+3
Heihachi,df3+4,m,25,22~23,-7~-6s,KND,KND,,d/f+3+4
Heihachi,d1+4,m!,50,60,KND,KND,KND,,d+1+4
Heihachi,d2+3,(Special)!,0,63,-3,-3(KND),-3,,d+2+3
Heihachi,db2,l (TC),23,23~25s cs8~,-18~-16,5~7s,5~7s,,d/b+2
Heihachi,db1+2,"m, m","10,20","21~22, 38~39",-13~-12,5~6,5~6,,d/b+1+2
Heihachi,b1,h,14,15~16,-11~-10,-5~-4,-5~-4,Homing,b+1
Heihachi,b12,"h, h","14,20",15~16,-9,15kg,CS,Tail Spin,"b+1,2"
Heihachi,b12~1+2,"h, m","14,25",15~16,-6~-5,KND,KND,,"b+1,2~1+2"
Heihachi,b12~1+2u,h (Special),14,15~16,-19~-18,-13~-12,-13~-12,,"b+1,2~1+2,u"
Heihachi,b12~1+2d,h (Special),14,15~16,-19~-18,-13~-12,-13~-12,,"b+1,2~1+2,d"
Heihachi,b2,m,20,22~23,-2~-1,8~9,CS,Wall Bounce,b+2
Heihachi,b3,h,14,14~16,-4~-2,7~9,7~9,,b+3
Heihachi,b33,"h, m","14,25",14~16,-12~-8s,KND,KND,,"b+3,3"
Heihachi,b4,m,20,18~20,-9~-7,KND,KND,"Homing, Tail Spin",b+4
Heihachi,b1+2,m,18,19~20,-9~-8,2~3,2~3,,b+1+2
Heihachi,b1+21+2,"m, m","18,24",19~20,-13,KND,KND,,"b+1+2,1+2"
Heihachi,uf3,m (TJ),17,28~29 js9~,-10~-9,KND,KND,,u/f+3
Heihachi,uf34,"m (TJ), m (TJ)","17,20",js1~,3~4,KND,KND,Tail Spin,"u/f+3,4"
Heihachi,uf4,m (TJ),25,24~27 js9~,-5~-2,KND,KND,Tail Spin,u/f+4
Heihachi,ff2,m,25,19~20 (20~),-16~-15,Launch,Launch,,"f,f+2"
Heihachi,ff3,m,25,20~22 (21~),-3~-1s,KND,KND,,"f,f+3"
Heihachi,bf2,m,12,15~16 (15~),-7~-6,4~5,4~5,,"b,f+2"
Heihachi,bf21,"m, h","12,24",15~16 (15~),-9,KND,KND,,"b,f+2,1"
Heihachi,bf22,"m, m","12,21",15~16 (15~),-12s,1s,KND,,"b,f+2,2"
Heihachi,bf23,"m, h","12,20",15~16 (15~),-9~-8,KND,KND,Tail Spin,"b,f+2,3"
Heihachi,bb1+2,m,25,35~36 (36~),8~9,KND,KND,,"b,b+1+2"
Heihachi,bb3+4,(Special),35~36 (36~),"b,b+3+4",,,,,"b,b+3+4"
Heihachi,qcf2,m,30,15~16 (15~),-17~-16,ED,ED,,qcf+2
Heihachi,wr3,m,30,22~25 (25~) js3~,9~12g,ED,ED,,"f,f,f+3"
Heihachi,fff3,m,30,22~25 (25~) js3~,9~12g,ED,ED,,"f,f,f+3"
Heihachi,ws1,m,20,14~15,-14~-13,KND,KND,,WS 1
Heihachi,ws2,m (TC),20,18 cs1~8,-6,11kg,CS,Tail Spin,WS 2
Heihachi,ws4,m,13,11~12,-3~-2,8~9,8~9,,WS 4
Heihachi,ws44,"m, m","13,16",11~12,-15~-14,0~1s,0~1s,,"WS 4,4"
Heihachi,fcdf4,l (TC),23,19~21s cs1~,-23,KND,KND,,FC d/f+4
Heihachi,ss2,m,10,19(28~),-9,-1,-1,,SS 2
Heihachi,ss21,"m, m","10,20",19(28~),-14~-13,CS,CS,,"SS 2,1"
Heihachi,opponentdownd4,l,24,19,-14,-3,-3,,opponent down d+4
Heihachi,2+3+4,(Special),19,2+3+4,,,,,2+3+4
Heihachi,1+2+3+4,(Special),19,1+2+3+4,,,,,1+2+3+4
Heihachi,ki-chargeduu3,"(Special), m (TJ)",36,28~29 (85~) js9~,-10~-9,KND,KND,,"ki-charge d,u,u+3"
Heihachi,ki-chargeduuf3,"(Special), m (TJ)",36,28~29 (85~) js9~,-10~-9,KND,KND,,"ki-charge d,u,u/f+3"
Heihachi,ki-chargeduu34,"(Special), m (TJ), m (TJ)","36,24",js1~,1~2,KND,KND,Tail Spin,"ki-charge d,u,u+3,4"
Heihachi,ki-chargeduuf34,"(Special), m (TJ), m (TJ)","36,24",js1~,1~2,KND,KND,Tail Spin,"ki-charge d,u,u/f+3,4"
Heihachi,f3+4,(Special) (h or m punch parry) (RAI),(5~),f+3+4,,,,,f+3+4
Heihachi,rai1,h,20,17~18 (37~),-2~-1,Launch,Launch,Homing,RAI 1
Heihachi,rai2,m,20,15~16 (35~),-13~-12,KND,KND,,RAI 2
Heihachi,rai21,"m, m","20,23",15~16 (35~),-17~-16s,KND,KND,,"RAI 2,1"
Heihachi,rai1+2,h!,35,56(76~),CS,CS,CS,,RAI 1+2
Heihachi,cd,(Special),56(76~),"f,n,d,df",,,,,"f,n,d,d/f"
Heihachi,fnddf,(Special),56(76~),"f,n,d,df",,,,,"f,n,d,d/f"
Heihachi,cd1,m,25,19~21 (22~) ar19~,-15~-13,Launch,Launch,,"f,n,d,d/f+1"
Heihachi,fnddf1,m,25,19~21 (22~) ar19~,-15~-13,Launch,Launch,,"f,n,d,d/f+1"
Heihachi,otgf,m (TJ),35,19~21a (21~) ar19~,-10~-8,Launch,Launch,,"f,n,d/f+1"
Heihachi,fndf1,m (TJ),35,19~21a (21~) ar19~,-10~-8,Launch,Launch,,"f,n,d/f+1"
Heihachi,wfg,h,23,11~12 (15~),-10~-9,Launch,Launch,,"f,n,d,d/f+2"
Heihachi,cd2,h,23,11~12 (15~),-10~-9,Launch,Launch,,"f,n,d,d/f+2"
Heihachi,fnddf2,h,23,11~12 (15~),-10~-9,Launch,Launch,,"f,n,d,d/f+2"
Heihachi,ewgf,h,23,11~12 (14~),5~6,Launch,Launch,,"f,n,d,d/f:2"
Heihachi,fnddf:2,h,23,11~12 (14~),5~6,Launch,Launch,,"f,n,d,d/f:2"
Heihachi,cd3,m,30,27~28 (30~) js5~,7~8,KND,KND,,"f,n,d,d/f+3"
Heihachi,fnddf3,m,30,27~28 (30~) js5~,7~8,KND,KND,,"f,n,d,d/f+3"
Heihachi,cd3*,l,24,33~34 (37~) js5~28,-23~-22,KND,KND,,"f,n,d,d/f+3*"
Heihachi,fnddf3*,l,24,33~34 (37~) js5~28,-23~-22,KND,KND,,"f,n,d,d/f+3*"
Heihachi,cd4,l (HS),15,16~17 (19~),-23,5~6s,KND,,"f,n,d,d/f+4"
Heihachi,fnddf4,l (HS),15,16~17 (19~),-23,5~6s,KND,,"f,n,d,d/f+4"
Heihachi,cd44,"l, l (HS)","15,10",16~17 (19~),-11,KND,KND,,"f,n,d,d/f+4,4"
Heihachi,fnddf44,"l, l (HS)","15,10",16~17 (19~),-11,KND,KND,,"f,n,d,d/f+4,4"
Heihachi,cd44singlehit,"l, l (HS)","15,10",16~17 (19~),-11,3s,KND,,"f,n,d,d/f+4,4 single hit"
Heihachi,fnddf44singlehit,"l, l (HS)","15,10",16~17 (19~),-11,3s,KND,,"f,n,d,d/f+4,4 single hit"
Heihachi,cd444,"l, l, l (HS)","15,10,8",16~17 (19~),-11,KND,KND,,"f,n,d,d/f+4,4,4"
Heihachi,fnddf444,"l, l, l (HS)","15,10,8",16~17 (19~),-11,KND,KND,,"f,n,d,d/f+4,4,4"
Heihachi,cd444singlehit,"l, l, l (HS)","15,10,8",16~17 (19~),-11,3s,KND,,"f,n,d,d/f+4,4,4 single hit"
Heihachi,fnddf444singlehit,"l, l, l (HS)","15,10,8",16~17 (19~),-11,3s,KND,,"f,n,d,d/f+4,4,4 single hit"
Heihachi,hsn1,m (HS),20,ar28~,-15~-14,Launch,Launch,,hs n+1
Heihachi,hsn4,m (HS),10,28~,-3~-2,8~9,8~9,,hs n+4
Heihachi,hsn44,"m, m (HS)","10,20",28~,-16~-15,-5~-4s,-5~-4s,,"hs n+4,4"
Heihachi,f1,h,7,10,1,8,8,,f+1
Heihachi,df3,m,17,17,-7,4,4,,d/f+3
Heihachi,d2,Sm (TC),8,11s cs4~,-4,7,7,,d+2
Heihachi,db4,l (TC),7,12s cs4~,-13,-2,-2,,d/b+4
Heihachi,db1,Sm (TC),5,10s cs4~,-5,6,6,,d/b+1
Heihachi,db3,l (TC),12,15~17s cs4~,-18~-16,-4~-2,-4~-2,,d/b+3
Heihachi,d4,l (TC),7,12s cs4~,-13,-2,-2,,d+4
Heihachi,ub1,m (TJ),12,18 js9~,-8,3,3,,u/b+1
Heihachi,u1,m (TJ),12,18 js9~,-8,3,3,,u+1
Heihachi,uf1,m (TJ),12,18 js9~,-8,3,3,,u/f+1
Heihachi,ub2,h,17,15~16,-12~-11,9~10g,9~10g,,u/b+2
Heihachi,u2,h,17,15~16,-12~-11,9~10g,9~10g,,u+2
Heihachi,uf2,h,17,15~16,-12~-11,9~10g,9~10g,,u/f+2
Heihachi,ub3,m (TJ),25,21 js9~,-17,KND,KND,,u/b+3
Heihachi,u3,m (TJ),25,21 js9~,-17,KND,KND,,u+3
Heihachi,ub4,m (TJ),11,15~17 js9~,-19~-17,-8~-6,-8~-6,,u/b+4
Heihachi,u4,m (TJ),15,15~17 js9~,-13~-11,KND,Launch,,u+4
Heihachi,ws3,h,28,16,-16,KND,KND,,WS 3
Heihachi,fc1,Sm (TC),5,10s cs1~,-5,6,6,,FC 1
Heihachi,fc2,Sm (TC),8,11s cs1~,-4,7,7,,FC 2
Heihachi,fc3,l (TC),12,16s cs1~,-17,-3,-3,,FC 3
Heihachi,fcdb4,l (TC),10,12s cs1~,-15,-4,-4,,FC d/b+4
Heihachi,fcd4,l (TC),10,12s cs1~,-15,-4,-4,,FC d+4
Heihachi,ss1,h,7,10(11~),1,8,8,,SS 1
Heihachi,ss3,h,15,14(15~),-10,1,1,,SS 3
Heihachi,ss4,h,21,16(17~),-9,KND,CS,,SS 4
Heihachi,bt1,h,15,8,-8,3,3,,BT 1
Heihachi,bt2,h,15,8,-8,3,3,,BT 2
Heihachi,bt3,h,25,10,-8,KND,KND,,BT 3
Heihachi,bt4,h,25,10,-8,KND,KND,,BT 4
Heihachi,btd1,Sm,10,10s cs1~,-2,9,9,,BT d+1
Heihachi,btd2,Sm,10,10s cs1~,-2,9,9,,BT d+2
Heihachi,btd3,l,12,10s cs1~,-11,3,3,,BT d+3
Heihachi,btd4,l,12,10s cs1~,-11,3,3,,BT d+4
Hwoarang,ragelfsd3+4,m,55,20 pc8~19,-7,KND,KND,Rage Art,In Rage LFS or RFS d+3+4
Hwoarang,ragerfsd3+4,m,55,20 pc8~19,-7,KND,KND,Rage Art,In Rage LFS or RFS d+3+4
Hwoarang,raged3+4,"l, m","6,9","12,28~29",-4~-3,0~1,0~1,Rage Drive,In Rage d+3+4
Hwoarang,raged3+44,"l, m, m (TJ) (RFF)","6,9,27",js14~,6~8,KND,KND,Rage Drive,"In Rage d+3+4,4"
Hwoarang,rageuf343+4,"m (TJ), m, h, h","15,14,17,27",js1~,2~3,KND,KND,Rage Drive,"In Rage u/f+3,4,3+4"
Hwoarang,ragelfsuf343+4,"m (TJ), m, h, h","15,14,17,27",js1~,2~3,KND,KND,Rage Drive,"In Rage LFS u/f+3,4,3+4"
Hwoarang,1,h,7,10,1,8,8,,1
Hwoarang,11,"h, h","7,8",10,-2,6,6,,"1,1"
Hwoarang,113,"h, h, l","7,8,10",10,-12,-1,-1,,"1,1,3"
Hwoarang,1133,"h, h, l, h","7,8,10,14",10,-14,-3,-3,,"1,1,3,3"
Hwoarang,12,"h, h","7,10",10,-1,7,8,,"1,2"
Hwoarang,123,"h, h (Special)","7,10",10,3,11g,12,,"1,2,3"
Hwoarang,124,"h, h (Special)","7,10",10,3,11g,12,,"1,2,4"
Hwoarang,12f3,"h, h, m","7,10,14",10,-8,3,3,,"1,2,f+3"
Hwoarang,12f4,"h, h, h (TJ)","7,10,23",js14~,0~1,KND,KND,Tail Spin,"1,2,f+4"
Hwoarang,2,h,9,10,0,8,9,,2
Hwoarang,23,h (LFS),9,10,3,11g,12,,"2,3"
Hwoarang,24,h (RFS),9,10,3,11g,12,,"2,4"
Hwoarang,2f3,"h, m","9,14",10,-8,3,3,,"2,f+3"
Hwoarang,2f4,"h, h (TJ)","9,23",js14~,0~1,KND,KND,Tail Spin,"2,f+4"
Hwoarang,3,h,15,14,-7,4,4,,3
Hwoarang,33,"h, m","15,12",14,-13,-7,-2,,"3,3"
Hwoarang,33f,"h, m (LFS)","15,12",14,2,8,13,,"3,3,f"
Hwoarang,333,"h, m, m","15,12,15",14,-14,KND,KND,,"3,3,3"
Hwoarang,334,"h, m, h (RFS)","15,12,15",14,8~12,19~23g,19~23g,,"3,3,4"
Hwoarang,33df4,"h, m, h","15,12,23",14,-4~2y,KND,KND,,"3,3,d/f+4"
Hwoarang,33f4,"h, m, h","15,12,23",14,-4~2y,KND,KND,,"3,3,f+4"
Hwoarang,3~4,"m, m (TJ)","11,21","22,30 (22)",-3,KND,KND,,3~4
Hwoarang,4,h,14,11~12,-6~-5,5~6,5~6,,4
Hwoarang,43,"h, m (LFF)","14,12",11~12,-6,5,5,,"4,3"
Hwoarang,43f,h (LFS),14,11~12,-6~-5,5~6,5~6,,"4,3,f"
Hwoarang,44,"h, h (RFS)","14,13",11~12,-1,10g,10,,"4,4"
Hwoarang,4f4,"h, h (RFF)","14,13",11~12,-5,6,6,,"4,f+4"
Hwoarang,443,"h, h, m (RFF)","14,13,20",11~12,-15~-9s,KND,KND,,"4,4,3"
Hwoarang,444,"h, h, h (RFS)","14,13,10",11~12,-1,10g,10,,"4,4,4"
Hwoarang,44f4,"h, h, h (RFF)","14,13,25",11~12,-6,5,5,,"4,4,f+4"
Hwoarang,4444,"h, h, h, h (RFF)","14,13,10,20",11~12,2~5,KND,KND,,"4,4,4,4"
Hwoarang,4443,"h, h, h, m (RFF)","14,13,10,20",11~12,-15~-9s,KND,KND,,"4,4,4,3"
Hwoarang,1+2,(RFF),b,11~12,12,,,,1+2
Hwoarang,3+4,(RFF),11~12,3+4,,,,,3+4
Hwoarang,f2,m (RFF),15,16,-2,9,9,,f+2
Hwoarang,f3,(Special),,13~,,,,,f+3
Hwoarang,f3~n3,m,25,20(20~),-16,KND,KND,,f+3~n+3
Hwoarang,fn4,(Special),,23~,,,,,"f,n+4"
Hwoarang,f4,h (RFS),21,17~23,8~12,19~23g,19~23g,,f+4
Hwoarang,f1+2,m,17,15,-9,2,CS,,f+1+2
Hwoarang,df1,m,10,13~14,0~1,7~8,7~8,,d/f+1
Hwoarang,df2,m,13,15~16,-7~-6,Launch(4a),Launch,,d/f+2
Hwoarang,df3,m,12,22~23,-14~-13,-4~3,-4~3,Power Crush,d/f+3
Hwoarang,df34,"m, m","12,20",22~23,-14~-13,KND,KND,,"d/f+3,4"
Hwoarang,df3f,(LFS),,22~23,,,,,"d/f+3,f"
Hwoarang,df4,m (RFF),20,16~17,-8~-7,8~9,KND,"Homing, Tail Spin",d/f+4
Hwoarang,df1+2,m,12,13~14,-3~-2,8~9,8~9,,d/f+1+2
Hwoarang,df3+4,m (Sky) (throw),"8(,6,15)",15~16,-11~-10,0~1,0~1,,d/f+3+4
Hwoarang,d3,l,7,17,-13,-2,-2,,d+3
Hwoarang,d34,"l, h (RFS)","7,10",17,8~12,14~18g,19~23,,"d+3,4"
Hwoarang,d4,l (TC),7,19s cs6~,-17,-6,-6,,d+4
Hwoarang,d44,"l (TC), h","7,22",19 6~,-8,Launch,Launch,,"d+4,4"
Hwoarang,db3,l (TC),12,19s cs4~,-13,0,7,,d/b+3
Hwoarang,db4,l,12,16,-12,-8,-1,,d/b+4
Hwoarang,db4f,l (RFS),12,16,-1,3,10,,"d/b+4,f"
Hwoarang,db44,"l, h","12,21",16,-3~-1,KND,KND,Tail Spin,"d/b+4,4"
Hwoarang,db3+4,m!,40,61~63,KND,KND,KND,,d/b+3+4
Hwoarang,db3+4bb,(LFS),,61~63,,,,,"d/b+3+4,b,b"
Hwoarang,b1,m,18,15,-13,0,CS (0),,b+1
Hwoarang,b2,h,18,13~15,-9~-7,15~17kg,15~17kg,,b+2
Hwoarang,b3,m,17,16~18,-19~-17,Launch,Launch,,b+3
Hwoarang,b4,h (RFF),20,13~14,-9~-8,2~3,CS,,b+4
Hwoarang,ub3,m,8,16~17,-14~-13,-3~-2,-3~-2,,u/b+3
Hwoarang,ub33,"m, h (TJ) (LFS)","8,15",js17~,3~5,KND,KND,Tail Spin,"u/b+3,3"
Hwoarang,ub34,"m, m (RFS)","8,16",17~,-4,12g,12g,,"u/b+3,4"
Hwoarang,ub4,m (TJ),18,17~20 js5~15,-8~-5,10~13,10~13,,u/b+4
Hwoarang,u3,h (TJ) (LFS),25,20 js9~,3,uKZD,uKZD,,u+3
Hwoarang,u4,m (TJ) (RFS),18,16~18 js9~,0~2,11~13g,11~13,,u+4
Hwoarang,u3+4,m (TJ),20,25~26 js8~,-7~-6,KND,KND,,u+3+4
Hwoarang,uf2,m (TJ),22,26 js13~,5s,4s,KND,,u/f+2
Hwoarang,uf3,m (TJ),15,28~29 js9~,-6~-5,KND,KND,,u/f+3
Hwoarang,uf34,"m (TJ), m","15,14",js1~,-8,Launch,Launch,,"u/f+3,4"
Hwoarang,uf343,"m (TJ), m, h","15,14,25",9~,KND,"uf3,4,3",,,"u/f+3,4,3"
Hwoarang,uf4,h (TJ) (RFS),12,22~23 js1~,-2~-1,4~5,4~5,,u/f+4
Hwoarang,uf44,"h (TJ), m (TJ) (RFS)","12,12",js1~5,0~1,6~7,6~7,,"u/f+4,4"
Hwoarang,uf444,"h (TJ), m (TJ), l (RFS)","12,12,12",1~5,1~2,7~8,7~8,,"u/f+4,4,4"
Hwoarang,uf3+4,"m, h (TJ)","9,8","14,25 js9~",-10,1,1,,u/f+3+4
Hwoarang,uf3+44,"m, h (TJ), m (TJ)","9,8,13",js1~,-13~-12,4~5,4~5,,"u/f+3+4,4"
Hwoarang,ff3,m (RFF),24,22~26 (23~),6~10,6~10s,6~10s,,"f,f+3"
Hwoarang,ff4,m (RFF),22,17~18 (18~),-7~-6,KND,KND,,"f,f+4"
Hwoarang,cd3,m (LFS),27,18(21~),3,KND,CS,Wall Bounce,"f,n,d,d/f+3"
Hwoarang,fnddf3,m (LFS),27,18(21~),3,KND,CS,Wall Bounce,"f,n,d,d/f+3"
Hwoarang,cd4,m,18,16(19~),-18,Launch,Launch,,"f,n,d,d/f+4"
Hwoarang,sr,m,18,16(19~),-18,Launch,Launch,,"f,n,d,d/f+4"
Hwoarang,fnddf4,m,18,16(19~),-18,Launch,Launch,,"f,n,d,d/f+4"
Hwoarang,fndf4,m,18,16(18~),-10,Launch,Launch,,"f,n,d/f+4"
Hwoarang,jfsr,m,18,16(18~),-10,Launch,Launch,,"f,n,d/f+4"
Hwoarang,wr3,m (TJ),30,22~24a (25~) js3~,6~8,KND,KND,,"f,f,f+3"
Hwoarang,fff3,m (TJ),30,22~24a (25~) js3~,6~8,KND,KND,,"f,f,f+3"
Hwoarang,wr4,h,28,18~19a (21~) js14~,5~6,8~9b,8~9b,,"f,f,f+4"
Hwoarang,fff4,h,28,18~19a (21~) js14~,5~6,8~9b,8~9b,,"f,f,f+4"
Hwoarang,ws3,m,20,14~18,-7~-3,KND,KND,,WS 3
Hwoarang,ws4,m,12,11~12,-3~-2,8~9,8~9,,WS 4
Hwoarang,ws44,"m, m (RFF)","12,13",11~12,-5~-1,4~8s,4~8s,,"WS 4,4"
Hwoarang,ws3+4,m (RFF),16,20~21b,-9~-8,2~3,2~3,,WS 3+4
Hwoarang,ws3+43,"m, m","16,20",20~21,-5~0,6~11s (KND),KND,,"WS 3+4,3"
Hwoarang,ss3,m,15,18~19 (28~),-12~-11,-1~0,FS (5~6),,SS 3
